ko	map	pathway
K11541	map00250	Alanine, aspartate and glutamate metabolism
K11563	Unknown	Unknown
K11594	map04622	RIG-I-like receptor signaling pathway
K11614	map02020	Two-component system
K11615	map02020	Two-component system
K11616	map02020	Two-component system
K11617	map02020	Two-component system
K11618	map02020	Two-component system
K11630	map02020	Two-component system
K11644	map05016	Huntington's disease
K11648	Unknown	Unknown
K11688	map02020	Two-component system
K11689	map02020	Two-component system
K11690	map02020	Two-component system
K11693	map00550	Peptidoglycan biosynthesis
K11695	map00550	Peptidoglycan biosynthesis
K11704	map02010	ABC transporters
K11705	map02010	ABC transporters
K11706	map02010	ABC transporters
K11707	map02010	ABC transporters
K11708	map02010	ABC transporters
K11709	map02010	ABC transporters
K11710	map02010	ABC transporters
K11717	map00730	Thiamine metabolism
K11719	Unknown	Unknown
K11720	map02010	ABC transporters
K11733	Unknown	Unknown
K11736	Unknown	Unknown
K11738	Unknown	Unknown
K11741	Unknown	Unknown
K11744	Unknown	Unknown
K11748	Unknown	Unknown
K11749	Unknown	Iron acquisition
K11751	map00760	Nicotinate and nicotinamide metabolism
K11752	map00740	Riboflavin metabolism
K11753	map00740	Riboflavin metabolism
K11754	map00790	Folate biosynthesis
K11755	map00340	Histidine metabolism
K11805	Unknown	Unknown
K11806	Unknown	Unknown
K11808	map00230	Purine metabolism
K11839	map04144	Endocytosis
K11841	Unknown	Unknown
K11872	Unknown	Unknown
K11885	Unknown	Unknown
K11886	Unknown	Unknown
K11921	Unknown	Unknown
K11922	Unknown	Unknown
K11924	Unknown	Unknown
K11925	Unknown	Unknown
K11927	map03018	RNA degradation
K11928	Unknown	Unknown
K11931	Unknown	Unknown
K11933	Unknown	Unknown
K11934	Unknown	Unknown
K11936	map00543	Exopolysaccharide biosynthesis
K11939	Unknown	Unknown
K11991	Unknown	Unknown
K11996	map04122	Sulfur relay system
K12063	Unknown	Unknown
K12107	Unknown	Unknown
K12111	map00511	Other glycan degradation
K12112	map00511	Other glycan degradation
K12137	Unknown	Unknown
K12138	Unknown	Unknown
K12139	Unknown	Unknown
K12140	Unknown	Unknown
K12141	Unknown	Unknown
K12142	Unknown	Unknown
K12143	Unknown	Unknown
K12145	Unknown	Unknown
K12193	map04144	Endocytosis
K12200	map04144	Endocytosis
K12232	Unknown	Unknown
K12234	map00680	Methane metabolism
K12240	map01053	Biosynthesis of siderophore group nonribosomal peptides
K12241	map01053	Biosynthesis of siderophore group nonribosomal peptides
K12242	Unknown	Unknown
K12243	Unknown	Unknown
K12251	map00330	Arginine and proline metabolism
K12257	map03070	Bacterial secretion system
K12264	Unknown	Unknown
K12267	Unknown	Unknown
K12268	Unknown	Unknown
K12269	Unknown	Unknown
K12270	Unknown	Unknown
K12292	map02020	Two-component system
K12293	map02020	Two-component system
K12294	map02020	Two-component system
K12295	map02020	Two-component system
K12296	map02020	Two-component system
K12297	Unknown	Unknown
K12308	map00052	Galactose metabolism
K12340	map03070	Bacterial secretion system
K12346	Unknown	Unknown
K12372	map02010	ABC transporters
K12373	map04142	Lysosome
K12410	map00520	Amino sugar and nucleotide sugar metabolism
K12428	Unknown	Unknown
K12437	Unknown	Unknown
K12452	map00520	Amino sugar and nucleotide sugar metabolism
K12486	map04144	Endocytosis
K12503	map00900	Terpenoid backbone biosynthesis
K12506	map00900	Terpenoid backbone biosynthesis
K12507	Unknown	Unknown
K12508	Unknown	Unknown
K12510	Unknown	Unknown
K12511	Unknown	Unknown
K12518	Unknown	Unknown
K12524	map00300	Lysine biosynthesis
K12527	map00450	Selenocompound metabolism
K12528	map00450	Selenocompound metabolism
K12552	map00550	Peptidoglycan biosynthesis
K12553	map00550	Peptidoglycan biosynthesis
K12554	map00550	Peptidoglycan biosynthesis
K12555	map00550	Peptidoglycan biosynthesis
K12556	map00550	Peptidoglycan biosynthesis
K12562	map04666	Fc gamma R-mediated phagocytosis
K12573	map03018	RNA degradation
K12574	map03018	RNA degradation
K12582	Unknown	Unknown
K12583	Unknown	Unknown
K12597	map03018	RNA degradation
K12598	map03018	RNA degradation
K12599	map03018	RNA degradation
K12600	map03018	RNA degradation
K12601	map03018	RNA degradation
K12603	map03018	RNA degradation
K12613	map03018	RNA degradation
K12614	map03018	RNA degradation
K12681	Unknown	Unknown
K12682	Unknown	Unknown
K12684	Unknown	Unknown
K12689	Unknown	Unknown
K12700	Unknown	Unknown
K12733	map03040	Spliceosome
K12761	map04113	Meiosis - yeast
K12763	map04113	Meiosis - yeast
K12769	map04113	Meiosis - yeast
K12814	map03040	Spliceosome
K12847	map03040	Spliceosome
K12856	map03040	Spliceosome
K12872	map03040	Spliceosome
K12879	map03040	Spliceosome
K12940	Unknown	Unknown
K12941	Unknown	Unknown
K12942	Unknown	Unknown
K12950	Unknown	Unknown
K12960	Unknown	Unknown
K12962	Unknown	Unknown
K12975	Unknown	Unknown
K12982	Unknown	Unknown
K12983	Unknown	Unknown
K12984	Unknown	Unknown
K12990	Unknown	Unknown
K12992	Unknown	Unknown
K12994	Unknown	Unknown
K12996	Unknown	Unknown
K12997	Unknown	Unknown
K12999	Unknown	Unknown
K13001	Unknown	Unknown
K13002	Unknown	Unknown
K13004	Unknown	Unknown
K13006	Unknown	Unknown
K13010	Unknown	Unknown
K13012	Unknown	Unknown
K13013	Unknown	Unknown
K13015	Unknown	Unknown
K13017	Unknown	Unknown
K13018	Unknown	Unknown
K13020	Unknown	Unknown
K13021	Unknown	Unknown
K13023	Unknown	Unknown
K13038	map00770	Pantothenate and CoA biosynthesis
K13041	map02020	Two-component system
K13051	Unknown	Unknown
K13052	Unknown	Unknown
K13059	Unknown	Unknown
K13095	Unknown	Unknown
K13110	Unknown	Unknown
K13148	Unknown	Unknown
K13181	Unknown	Unknown
K13243	Unknown	Unknown
K13244	Unknown	Unknown
K13252	Unknown	Unknown
K13256	Unknown	Unknown
K13274	Unknown	Unknown
K13275	Unknown	Unknown
K13276	Unknown	Unknown
K13280	map03060	Protein export
K13283	Unknown	Unknown
K13288	map03008	Ribosome biogenesis in eukaryotes
K13292	Unknown	Unknown
K13333	map00564	Glycerophospholipid metabolism
K13341	map04146	Peroxisome
K13342	map04146	Peroxisome
K13378	map00190	Oxidative phosphorylation
K13420	map04626	Plant-pathogen interaction
K13428	map04626	Plant-pathogen interaction
K13462	map04626	Plant-pathogen interaction
K13468	map04626	Plant-pathogen interaction
K13479	map00230	Purine metabolism
K13498	map00400	Phenylalanine, tyrosine and tryptophan biosynthesis
K13524	map00650	Butanoate metabolism
K13525	map04141	Protein processing in endoplasmic reticulum
K13527	map03050	Proteasome
K13530	Unknown	Unknown
K13531	Unknown	Unknown
K13535	map00564	Glycerophospholipid metabolism
K13540	map00860	Porphyrin and chlorophyll metabolism
K13542	map00860	Porphyrin and chlorophyll metabolism
K13566	map00250	Alanine, aspartate and glutamate metabolism
K13570	Unknown	Unknown
K13571	Unknown	Unknown
K13572	Unknown	Unknown
K13573	Unknown	Unknown
K13574	Unknown	Unknown
K13581	map04112	Cell division
K13598	map02020	Two-component system
K13599	map02020	Two-component system
K13602	map00860	Porphyrin and chlorophyll metabolism
K13607	map00960	Tropane, piperidine and pyridine alkaloid biosynthesis
K13611	Unknown	Unknown
K13614	Unknown	Unknown
K13626	map02040	Flagellar assembly
K13628	Unknown	Unknown
K13629	Unknown	Unknown
K13634	Unknown	Unknown
K13635	Unknown	Unknown
K13640	Unknown	Unknown
K13641	Unknown	Unknown
K13643	Unknown	Unknown
K13653	Unknown	Unknown
K13677	Unknown	Unknown
K13678	Unknown	Unknown
K13683	Unknown	Unknown
K13685	Unknown	Unknown
K13686	Unknown	Unknown
K13694	Unknown	Unknown
K13695	Unknown	Unknown
K13714	Unknown	Unknown
K13730	map05100	Bacterial invasion of epithelial cells
K13734	map05100	Bacterial invasion of epithelial cells
K13737	map05100	Bacterial invasion of epithelial cells
K13747	map00330	Arginine and proline metabolism
K13787	map00900	Terpenoid backbone biosynthesis
K13788	map00720	Citrate cycle (TCA cycle)
K13789	map00900	Terpenoid backbone biosynthesis
K13815	map02020	Two-component system
K13819	Unknown	Unknown
K13821	map00330	Arginine and proline metabolism
K13829	map00400	Phenylalanine, tyrosine and tryptophan biosynthesis
K13830	map00400	Phenylalanine, tyrosine and tryptophan biosynthesis
K13867	map04974	Protein digestion and absorption
K13872	Unknown	Unknown
K13888	Unknown	Unknown
K13889	map02010	ABC transporters
K13890	map02010	ABC transporters
K13891	map02010	ABC transporters
K13892	map02010	ABC transporters
K13896	map02010	ABC transporters
K13921	map00561	Glycerolipid metabolism
K13922	map00561	Glycerolipid metabolism
K13924	map02030	Bacterial chemotaxis
K13929	Unknown	Unknown
K13940	map00790	Folate biosynthesis
K13950	map00790	Folate biosynthesis
K13953	map00982	Drug metabolism - cytochrome P450
K13954	map00626	Naphthalene degradation
K13955	Unknown	Unknown
K13963	map05146	Amoebiasis
K13966	Unknown	Unknown
K13979	Unknown	Unknown
K13990	map00670	One carbon pool by folate
K13993	map04141	Protein processing in endoplasmic reticulum
K14004	map04141	Protein processing in endoplasmic reticulum
K14005	map04141	Protein processing in endoplasmic reticulum
K14006	map04141	Protein processing in endoplasmic reticulum
K14007	map04141	Protein processing in endoplasmic reticulum
K14023	map04141	Protein processing in endoplasmic reticulum
K14026	map04141	Protein processing in endoplasmic reticulum
K14051	map02024	Quorum sensing
K14056	Unknown	Unknown
K14058	Unknown	Unknown
K14059	Unknown	Unknown
K14060	Unknown	Unknown
K14088	map00680	Methane metabolism
K14136	Unknown	Unknown
K14152	map00340	Histidine metabolism
K14153	map00730	Thiamine metabolism
K14155	map00920	Sulfur metabolism
K14164	map00970	Aminoacyl-tRNA biosynthesis
K14170	map00400	Phenylalanine, tyrosine and tryptophan biosynthesis
K14171	map04122	Sulfur relay system
K14187	map00401	Novobiocin biosynthesis
K14188	map05150	Cationic antimicrobial peptide (CAMP) resistance
K14195	map05150	Bacterial adherence
K14201	map05150	Staphylococcus aureus infection
K14202	map05150	Staphylococcus aureus infection
K14205	map05150	Cationic antimicrobial peptide (CAMP) resistance
K14260	map00290	Valine, leucine and isoleucine biosynthesis
K14264	map00380	Tryptophan metabolism
K14289	map03013	RNA transport
K14290	map03013	RNA transport
K14297	map03013	RNA transport
K14299	map03013	RNA transport
K14306	map03013	RNA transport
K14326	map03015	mRNA surveillance pathway
K14327	map03015	mRNA surveillance pathway
K14337	Unknown	Unknown
K14347	Unknown	Unknown
K14392	Unknown	Unknown
K14393	Unknown	Unknown
K14400	map03015	mRNA surveillance pathway
K14411	map03015	mRNA surveillance pathway
K14415	Unknown	Unknown
K14429	Unknown	Unknown
K14430	Unknown	Unknown
K14439	Unknown	Unknown
K14440	Unknown	Unknown
K14441	Unknown	Unknown
K14445	Unknown	Unknown
K14533	Unknown	Unknown
K14534	map00720	Butanoate metabolism
K14535	map03022	Basal transcription factors
K14536	map03008	Ribosome biogenesis in eukaryotes
K14540	Unknown	Unknown
K14541	map00791	Atrazine degradation
K14544	map03008	Ribosome biogenesis in eukaryotes
K14546	map03008	Ribosome biogenesis in eukaryotes
K14550	map03008	Ribosome biogenesis in eukaryotes
K14556	map03008	Ribosome biogenesis in eukaryotes
K14559	map03008	Ribosome biogenesis in eukaryotes
K14563	map03008	Ribosome biogenesis in eukaryotes
K14569	map03008	Ribosome biogenesis in eukaryotes
K14570	map03008	Ribosome biogenesis in eukaryotes
K14571	map03008	Ribosome biogenesis in eukaryotes
K14572	map03008	Ribosome biogenesis in eukaryotes
K14588	Unknown	Unknown
K14623	Unknown	Unknown
K14644	Unknown	Unknown
K14645	Unknown	Unknown
K14652	map00740	Riboflavin metabolism
K14654	map00740	Riboflavin metabolism
K14655	map00740	Riboflavin metabolism
K14657	Unknown	Unknown
K14659	Unknown	Unknown
K14674	map00592	alpha-Linolenic acid metabolism
K14676	map00564	Glycerophospholipid metabolism
K14686	map04978	Mineral absorption
K14696	Unknown	Unknown
K14708	Unknown	Unknown
K14742	Unknown	Unknown
K14745	Unknown	Unknown
K14761	Unknown	Unknown
K14765	Unknown	Unknown
K14768	Unknown	Unknown
K14776	Unknown	Unknown
K14777	Unknown	Unknown
K14778	Unknown	Unknown
K14780	Unknown	Unknown
K14785	Unknown	Unknown
K14795	Unknown	Unknown
K14799	Unknown	Unknown
K14807	Unknown	Unknown
K14812	Unknown	Unknown
K14819	Unknown	Unknown
K14852	Unknown	Unknown
K14863	Unknown	Unknown
K14941	map00680	Methane metabolism
K14950	Unknown	Unknown
K14981	Unknown	Unknown
K14982	Unknown	Unknown
K14983	Unknown	Unknown
K14987	Unknown	Unknown
K14988	Unknown	Unknown
K14989	Unknown	Unknown
K15022	map00720	Carbon fixation pathways in prokaryotes
K15024	map00720	Carbon fixation pathways in prokaryotes
K15039	map00720	Carbon fixation pathways in prokaryotes
K15051	Unknown	Unknown
K15068	Unknown	Unknown
K15084	Unknown	Unknown
K15100	Unknown	Unknown
K15113	Unknown	Unknown
K15117	Unknown	Unknown
